20131120140536,192.168.142.158,49984,192.168.142.1,5004,3,0.0-10.1,7471104,5894177
20131120140847,192.168.142.158,49987,192.168.142.1,5004,3,0.0-17.6,917504,416294
20131120141140,192.168.142.158,49990,192.168.142.1,5004,3,0.0-10.3,1703936,1318668
20131120141442,192.168.142.158,49993,192.168.142.1,5004,3,0.0-10.2,5373952,4208135
20131120141747,192.168.142.158,49996,192.168.142.1,5004,3,0.0-10.3,2359296,1833864
20131120142040,192.168.142.158,49999,192.168.142.1,5004,3,0.0-10.1,3932160,3104465
20131120142403,192.168.142.158,50005,192.168.142.1,5004,3,0.0-10.1,34865152,27685592
20131120142644,192.168.142.158,50008,192.168.142.1,5004,3,0.0-10.0,16252928,12985422
20131120142926,192.168.142.158,50011,192.168.142.1,5004,3,0.0-10.1,21102592,16683826
20131120143207,192.168.142.158,50014,192.168.142.1,5004,3,0.0-10.0,14680064,11733835
