20131120140708,192.168.142.158,49985,192.168.142.1,5004,3,0.0-10.2,3145728,2467687
20131120141005,192.168.142.158,49988,192.168.142.1,5004,3,0.0-13.8,393216,227679
20131120141308,192.168.142.158,49991,192.168.142.1,5004,3,0.0-10.2,3145728,2468468
20131120141608,192.168.142.158,49994,192.168.142.1,5004,3,0.0-10.2,4063232,3180122
20131120141911,192.168.142.158,49997,192.168.142.1,5004,3,0.0-10.8,2490368,1847476
20131120142203,192.168.142.158,50000,192.168.142.1,5004,3,0.0-11.4,524288,367573
20131120142522,192.168.142.158,50006,192.168.142.1,5004,3,0.0-10.0,106561536,85036399
20131120142803,192.168.142.158,50009,192.168.142.1,5004,3,0.0-10.0,90308608,72055780
20131120143044,192.168.142.158,50012,192.168.142.1,5004,3,0.0-10.0,108396544,86710012
20131120143325,192.168.142.158,50015,192.168.142.1,5004,3,0.0-10.0,108789760,86792356
