20131120122302,192.168.142.184,59281,192.168.142.158,5005,3,0.0-10.1,47710208,37968225
20131120122614,192.168.142.184,59284,192.168.142.158,5005,3,0.0-10.0,25165824,20033810
20131120122925,192.168.142.184,59287,192.168.142.158,5005,3,0.0-10.0,28180480,22459813
20131120123238,192.168.142.184,59292,192.168.142.158,5005,3,0.0-10.0,37748736,30122057
20131120123550,192.168.142.184,59295,192.168.142.158,5005,3,0.0-10.1,32374784,25733355
20131120123901,192.168.142.184,59298,192.168.142.158,5005,3,0.0-10.0,39321600,31309720
20131120124212,192.168.142.184,59301,192.168.142.158,5005,3,0.0-10.1,38010880,30251827
20131120124523,192.168.142.184,59304,192.168.142.158,5005,3,0.0-10.0,45744128,36450444
20131120124835,192.168.142.184,59307,192.168.142.158,5005,3,0.0-10.1,37879808,30141888
20131120125146,192.168.142.184,59310,192.168.142.158,5005,3,0.0-10.0,38141952,30366907
20131120125457,192.168.142.184,59313,192.168.142.158,5005,3,0.0-10.1,37093376,29494357
20131120125809,192.168.142.184,59316,192.168.142.158,5005,3,0.0-10.0,33685504,26877915
20131120130120,192.168.142.184,59348,192.168.142.158,5005,3,0.0-10.0,47841280,38147781
20131120130431,192.168.142.184,59422,192.168.142.158,5005,3,0.0-10.0,45219840,36106428
20131120130742,192.168.142.184,59436,192.168.142.158,5005,3,0.0-10.1,46661632,37123441
20131120131054,192.168.142.184,59442,192.168.142.158,5005,3,0.0-10.0,28704768,22852272
20131120131405,192.168.142.184,59452,192.168.142.158,5005,3,0.0-10.2,40370176,31523995
20131120131716,192.168.142.184,59455,192.168.142.158,5005,3,0.0-10.1,43909120,34816057
20131120132029,192.168.142.184,59458,192.168.142.158,5005,3,0.0-10.1,42074112,33470392
20131120132341,192.168.142.184,59465,192.168.142.158,5005,3,0.0-10.1,32374784,25719944
