20131120140617,192.168.142.184,47017,192.168.142.1,5004,3,0.0-10.2,3276800,2562570
20131120140920,192.168.142.184,47020,192.168.142.1,5004,3,0.0-10.1,4325376,3437539
20131120141220,192.168.142.184,47023,192.168.142.1,5004,3,0.0-10.1,8781824,6961363
20131120141522,192.168.142.184,47032,192.168.142.1,5004,3,0.0-10.2,6946816,5474924
20131120141827,192.168.142.184,47035,192.168.142.1,5004,3,0.0-10.1,9437184,7489116
20131120142120,192.168.142.184,47038,192.168.142.1,5004,3,0.0-10.2,8257536,6507221
20131120142443,192.168.142.184,47049,192.168.142.1,5004,3,0.0-10.5,2097152,1601623
20131120142725,192.168.142.184,47052,192.168.142.1,5004,3,0.0-10.0,16777216,13386783
20131120143007,192.168.142.184,47055,192.168.142.1,5004,3,0.0-10.2,5111808,4016572
20131120143248,192.168.142.184,47062,192.168.142.1,5004,3,0.0-10.1,26738688,21254226
