20131120140707,192.168.142.184,47018,192.168.142.1,5004,3,0.0-10.1,7602176,6004313
20131120141001,192.168.142.184,47021,192.168.142.1,5004,3,0.0-10.1,8126464,6424042
20131120141307,192.168.142.184,47030,192.168.142.1,5004,3,0.0-10.2,10616832,8358708
20131120141605,192.168.142.184,47033,192.168.142.1,5004,3,0.0-10.3,6553600,5081915
20131120141910,192.168.142.184,47036,192.168.142.1,5004,3,0.0-10.1,7995392,6353364
20131120142202,192.168.142.184,47039,192.168.142.1,5004,3,0.0-10.4,5242880,4042989
20131120142523,192.168.142.184,47050,192.168.142.1,5004,3,0.0-10.0,104071168,83242491
20131120142805,192.168.142.184,47053,192.168.142.1,5004,3,0.0-10.1,85983232,67982891
20131120143046,192.168.142.184,47056,192.168.142.1,5004,3,0.0-10.0,100401152,80151177
20131120143327,192.168.142.184,47063,192.168.142.1,5004,3,0.0-10.0,106037248,84745942
