20131120172321,192.168.142.1,38688,192.168.142.184,5006,3,0.0-10.0,0,82444288
20131120172632,192.168.142.1,38698,192.168.142.184,5006,3,0.0-10.0,0,52953088
20131120172945,192.168.142.1,38702,192.168.142.184,5006,3,0.0-10.0,0,16384000
20131120173257,192.168.142.1,38706,192.168.142.184,5006,3,0.0-10.0,0,72482816
20131120173609,192.168.142.1,38729,192.168.142.184,5006,3,0.0-10.0,0,61997056
20131120173920,192.168.142.1,38733,192.168.142.184,5006,3,0.0-10.0,0,84803584
20131120174231,192.168.142.1,38737,192.168.142.184,5006,3,0.0-10.0,0,79953920
20131120174542,192.168.142.1,38747,192.168.142.184,5006,3,0.0-10.1,0,84541440
20131120174854,192.168.142.1,38751,192.168.142.184,5006,3,0.0-10.1,0,84672512
20131120175205,192.168.142.1,38755,192.168.142.184,5006,3,0.0-10.0,0,85458944
20131120175516,192.168.142.1,38765,192.168.142.184,5006,3,0.0-10.1,0,81526784
20131120175828,192.168.142.1,38769,192.168.142.184,5006,3,0.0-10.1,0,79560704
20131120180139,192.168.142.1,38773,192.168.142.184,5006,3,0.0-10.0,0,74711040
20131120180450,192.168.142.1,38796,192.168.142.184,5006,3,0.0-10.0,0,84410368
20131120180801,192.168.142.1,38800,192.168.142.184,5006,3,0.0-10.1,0,84803584
20131120181112,192.168.142.1,38804,192.168.142.184,5006,3,0.0-10.0,0,70516736
20131120181424,192.168.142.1,38814,192.168.142.184,5006,3,0.0-10.0,0,71827456
20131120181736,192.168.142.1,38818,192.168.142.184,5006,3,0.0-10.1,0,65142784
20131120182048,192.168.142.1,38822,192.168.142.184,5006,3,0.0-10.1,0,66584576
20131120182400,192.168.142.1,38826,192.168.142.184,5006,3,0.0-10.1,0,76021760
