20131120190637,192.168.142.1,38922,192.168.142.184,5006,3,0.0-10.0,0,1048576
20131120190932,192.168.142.1,38926,192.168.142.184,5006,3,0.0-11.0,0,786432
20131120191237,192.168.142.1,38930,192.168.142.184,5006,3,0.0-10.6,0,917504
20131120191536,192.168.142.1,38940,192.168.142.184,5006,3,0.0-10.7,0,1179648
20131120191841,192.168.142.1,38944,192.168.142.184,5006,3,0.0-10.4,0,1048576
20131120192133,192.168.142.1,38948,192.168.142.184,5006,3,0.0-10.6,0,786432
20131120192453,192.168.142.1,38958,192.168.142.184,5006,3,0.0-10.0,0,103677952
20131120192734,192.168.142.1,38962,192.168.142.184,5006,3,0.0-10.0,0,87293952
20131120193016,192.168.142.1,38966,192.168.142.184,5006,3,0.0-10.1,0,102891520
20131120193257,192.168.142.1,38970,192.168.142.184,5006,3,0.0-10.1,0,102236160
