20131108121212,192.168.142.184,57286,192.168.142.115,5005,3,0.0-10.0,101056512,80566080
20131108121256,192.168.142.184,57298,192.168.142.115,5005,3,0.0-10.0,117440512,93910638
20131108121340,192.168.142.184,57310,192.168.142.115,5005,3,0.0-10.0,117571584,93773284
20131108121425,192.168.142.184,57322,192.168.142.115,5005,3,0.0-10.0,104333312,83364544
20131108121509,192.168.142.184,57334,192.168.142.115,5005,3,0.0-10.0,107085824,85316430
20131108121553,192.168.142.184,57346,192.168.142.115,5005,3,0.0-10.0,107741184,85885066
20131108121637,192.168.142.184,57357,192.168.142.115,5005,3,0.0-10.0,106823680,85365136
20131108121721,192.168.142.184,57369,192.168.142.115,5005,3,0.0-10.0,107347968,85710561
20131108121806,192.168.142.184,57381,192.168.142.115,5005,3,0.0-10.1,79560704,63197779
20131108121850,192.168.142.184,57393,192.168.142.115,5005,3,0.0-10.0,104595456,83531379
20131108121934,192.168.142.184,57405,192.168.142.115,5005,3,0.0-10.0,106692608,85204263
20131108122018,192.168.142.184,57417,192.168.142.115,5005,3,0.0-10.0,92536832,74011170
20131108122103,192.168.142.184,57429,192.168.142.115,5005,3,0.0-10.0,57802752,46060814
20131108122147,192.168.142.184,57440,192.168.142.115,5005,3,0.0-10.1,81264640,64618129
20131108122231,192.168.142.184,57452,192.168.142.115,5005,3,0.0-10.0,78643200,62913515
20131108122315,192.168.142.184,57464,192.168.142.115,5005,3,0.0-10.0,60686336,48369116
20131108122400,192.168.142.184,57476,192.168.142.115,5005,3,0.0-10.0,51118080,40787270
20131108122444,192.168.142.184,57488,192.168.142.115,5005,3,0.0-10.1,72744960,57846166
20131108122528,192.168.142.184,57500,192.168.142.115,5005,3,0.0-10.0,63569920,50820940
20131108122613,192.168.142.184,57512,192.168.142.115,5005,3,0.0-10.1,65929216,52397809
20131108122657,192.168.142.184,57523,192.168.142.115,5005,3,0.0-10.0,69206016,55237732
20131108122741,192.168.142.184,57535,192.168.142.115,5005,3,0.0-10.1,66322432,52780793
20131108122825,192.168.142.184,57547,192.168.142.115,5005,3,0.0-10.0,71958528,57410808
20131108122910,192.168.142.184,57559,192.168.142.115,5005,3,0.0-10.1,76152832,60489907
20131108122954,192.168.142.184,57571,192.168.142.115,5005,3,0.0-10.0,85196800,68102569
20131108123038,192.168.142.184,57583,192.168.142.115,5005,3,0.0-10.0,82968576,66316131
20131108123122,192.168.142.184,57594,192.168.142.115,5005,3,0.0-10.0,73662464,58689070
20131108123207,192.168.142.184,57606,192.168.142.115,5005,3,0.0-10.1,66191360,52638504
20131108123251,192.168.142.184,57618,192.168.142.115,5005,3,0.0-10.0,63438848,50668807
20131108123335,192.168.142.184,57630,192.168.142.115,5005,3,0.0-10.0,73531392,58816696
20131108123419,192.168.142.184,57642,192.168.142.115,5005,3,0.0-10.0,86114304,68700942
20131108123504,192.168.142.184,57654,192.168.142.115,5005,3,0.0-10.0,85196800,67975612
20131108123548,192.168.142.184,57666,192.168.142.115,5005,3,0.0-10.0,81920000,65318613
20131108123632,192.168.142.184,57677,192.168.142.115,5005,3,0.0-10.1,89128960,70824289
20131108123716,192.168.142.184,57689,192.168.142.115,5005,3,0.0-10.0,80871424,64449472
20131108123800,192.168.142.184,57701,192.168.142.115,5005,3,0.0-10.0,70254592,56030176
20131108123845,192.168.142.184,57713,192.168.142.115,5005,3,0.0-10.0,88735744,70977309
20131108123929,192.168.142.184,57725,192.168.142.115,5005,3,0.0-10.0,92930048,74279875
20131108124013,192.168.142.184,57737,192.168.142.115,5005,3,0.0-10.0,85327872,67985041
20131108124057,192.168.142.184,57748,192.168.142.115,5005,3,0.0-10.0,87949312,70208865
