20131120122221,192.168.142.158,51838,192.168.142.184,5006,3,0.0-10.1,46137344,36630283
20131120122532,192.168.142.158,51841,192.168.142.184,5006,3,0.0-10.0,47972352,38271273
20131120122844,192.168.142.158,51846,192.168.142.184,5006,3,0.0-10.0,37224448,29697880
20131120123157,192.168.142.158,51849,192.168.142.184,5006,3,0.0-10.1,37486592,29838324
20131120123509,192.168.142.158,51852,192.168.142.184,5006,3,0.0-10.1,40763392,32360219
20131120123820,192.168.142.158,51855,192.168.142.184,5006,3,0.0-10.0,47448064,37797283
20131120124131,192.168.142.158,51858,192.168.142.184,5006,3,0.0-10.0,47316992,37713551
20131120124442,192.168.142.158,51861,192.168.142.184,5006,3,0.0-10.0,45744128,36429402
20131120124754,192.168.142.158,51864,192.168.142.184,5006,3,0.0-10.0,46006272,36699286
20131120125105,192.168.142.158,51867,192.168.142.184,5006,3,0.0-10.0,44957696,35915770
20131120125416,192.168.142.158,51870,192.168.142.184,5006,3,0.0-10.1,45219840,35975091
20131120125728,192.168.142.158,51873,192.168.142.184,5006,3,0.0-10.0,47579136,37989009
20131120130039,192.168.142.158,51878,192.168.142.184,5006,3,0.0-10.0,47710208,37981665
20131120130350,192.168.142.158,51881,192.168.142.184,5006,3,0.0-10.1,43909120,34884253
20131120130701,192.168.142.158,51884,192.168.142.184,5006,3,0.0-10.1,47448064,37430885
20131120131013,192.168.142.158,51887,192.168.142.184,5006,3,0.0-10.0,42729472,34080541
20131120131324,192.168.142.158,51890,192.168.142.184,5006,3,0.0-10.0,44302336,35376055
20131120131635,192.168.142.158,51893,192.168.142.184,5006,3,0.0-10.1,33685504,26787677
20131120131948,192.168.142.158,51896,192.168.142.184,5006,3,0.0-10.1,37748736,29932283
20131120132300,192.168.142.158,51899,192.168.142.184,5006,3,0.0-10.0,40239104,32091715
