20131120122449,192.168.142.158,49891,192.168.142.1,5004,3,0.0-10.0,98828288,79010546
20131120122800,192.168.142.158,49896,192.168.142.1,5004,3,0.0-10.0,73269248,58558140
20131120123113,192.168.142.158,49899,192.168.142.1,5004,3,0.0-10.0,88080384,70342797
20131120123425,192.168.142.158,49902,192.168.142.1,5004,3,0.0-10.0,94109696,75262566
20131120123737,192.168.142.158,49905,192.168.142.1,5004,3,0.0-10.0,91881472,73476551
20131120124048,192.168.142.158,49908,192.168.142.1,5004,3,0.0-10.0,93061120,74140707
20131120124359,192.168.142.158,49911,192.168.142.1,5004,3,0.0-10.0,66060288,52810650
20131120124710,192.168.142.158,49914,192.168.142.1,5004,3,0.0-10.0,86507520,69199871
20131120125022,192.168.142.158,49917,192.168.142.1,5004,3,0.0-10.1,84541440,67247240
20131120125333,192.168.142.158,49920,192.168.142.1,5004,3,0.0-10.0,85327872,67998368
20131120125644,192.168.142.158,49923,192.168.142.1,5004,3,0.0-10.0,89260032,71319503
20131120125956,192.168.142.158,49928,192.168.142.1,5004,3,0.0-10.1,78249984,62188566
20131120130307,192.168.142.158,49931,192.168.142.1,5004,3,0.0-10.0,88473600,70739845
20131120130618,192.168.142.158,49934,192.168.142.1,5004,3,0.0-10.0,82968576,66196593
20131120130929,192.168.142.158,49937,192.168.142.1,5004,3,0.0-10.0,91881472,73383251
20131120131241,192.168.142.158,49940,192.168.142.1,5004,3,0.0-10.0,105250816,83934580
20131120131552,192.168.142.158,49943,192.168.142.1,5004,3,0.0-10.0,84541440,67526891
20131120131904,192.168.142.158,49946,192.168.142.1,5004,3,0.0-10.0,87425024,69876976
20131120132216,192.168.142.158,49949,192.168.142.1,5004,3,0.0-10.0,78905344,62969866
20131120132528,192.168.142.158,49952,192.168.142.1,5004,3,0.0-10.0,102236160,81601456
