20131120140459,192.168.142.158,51932,192.168.142.184,5006,3,0.0-15.7,524288,267364
20131120140806,192.168.142.158,51935,192.168.142.184,5006,3,0.0-18.0,393216,174589
20131120141059,192.168.142.158,51938,192.168.142.184,5006,3,0.0-16.9,393216,185687
20131120141407,192.168.142.158,51941,192.168.142.184,5006,3,0.0-17.4,393216,180983
20131120141713,192.168.142.158,51944,192.168.142.184,5006,3,0.0-18.4,524288,227815
20131120142004,192.168.142.158,51947,192.168.142.184,5006,3,0.0-16.2,262144,129284
20131120142330,192.168.142.158,51953,192.168.142.184,5006,3,0.0-19.0,393216,165426
20131120142605,192.168.142.158,51956,192.168.142.184,5006,3,0.0-10.0,45481984,36340945
20131120142846,192.168.142.158,51959,192.168.142.184,5006,3,0.0-10.0,52559872,41878957
20131120143127,192.168.142.158,51962,192.168.142.184,5006,3,0.0-10.0,52166656,41562875
