20131120140534,192.168.142.184,59521,192.168.142.158,5005,3,0.0-18.5,524288,226730
20131120140838,192.168.142.184,59524,192.168.142.158,5005,3,0.0-14.6,524288,287787
20131120141132,192.168.142.184,59527,192.168.142.158,5005,3,0.0-16.3,524288,257031
20131120141440,192.168.142.184,59536,192.168.142.158,5005,3,0.0-17.9,393216,176221
20131120141745,192.168.142.184,59539,192.168.142.158,5005,3,0.0-22.0,393216,143057
20131120142039,192.168.142.184,59542,192.168.142.158,5005,3,0.0-13.6,524288,309381
20131120142401,192.168.142.184,59553,192.168.142.158,5005,3,0.0-43.8,262144,47843
20131120142646,192.168.142.184,59556,192.168.142.158,5005,3,0.0-10.0,45350912,36106256
20131120142927,192.168.142.184,59559,192.168.142.158,5005,3,0.0-10.0,52559872,41960640
20131120143208,192.168.142.184,59562,192.168.142.158,5005,3,0.0-10.0,42205184,33627320
