20131030083918,192.168.142.184,53268,130.207.97.240,5002,3,0.0-10.0,54263808,43312994,56330736,39748
20131030083931,192.168.142.184,53269,130.207.97.240,5002,3,0.0-10.0,67764224,53962815,70345224,49634
20131030083944,192.168.142.184,53270,130.207.97.240,5002,3,0.0-10.0,75890688,60553138,70345224,49634
20131030083958,192.168.142.184,53271,130.207.97.240,5002,3,0.0-10.0,58327040,46435897,70345224,49634
20131030084011,192.168.142.184,53272,130.207.97.240,5002,3,0.0-10.0,74842112,59786998,70345224,49634
20131030084024,192.168.142.184,53273,130.207.97.240,5002,3,0.0-10.0,75104256,59948999,70345224,49634
20131030084037,192.168.142.184,53274,130.207.97.240,5002,3,0.0-10.0,74448896,59374201,70345224,49634
20131030084050,192.168.142.184,53275,130.207.97.240,5002,3,0.0-10.0,68943872,55007139,70345224,49634
20131030084103,192.168.142.184,53276,130.207.97.240,5002,3,0.0-10.0,63569920,50755546,70345224,49634
20131030084116,192.168.142.184,53277,130.207.97.240,5002,3,0.0-10.0,55967744,44691979,70345224,49634
20131030084129,192.168.142.184,53278,130.207.97.240,5002,3,0.0-10.0,70647808,56398686,70345224,49634
20131030084142,192.168.142.184,53279,130.207.97.240,5002,3,0.0-10.0,58851328,47016377,58099568,40996
20131030084155,192.168.142.184,53280,130.207.97.240,5002,3,0.0-10.0,67371008,53707396,58099568,40996
20131030084209,192.168.142.184,53281,130.207.97.240,5002,3,0.0-10.0,62914560,50219557,58099568,40996
20131030084222,192.168.142.184,53282,130.207.97.240,5002,3,0.0-10.0,68681728,54856980,58099568,40996
20131030084235,192.168.142.184,53283,130.207.97.240,5002,3,0.0-10.0,58458112,46621952,58099568,40996
20131030084248,192.168.142.184,53284,130.207.97.240,5002,3,0.0-10.0,71958528,57535712,58099568,40996
20131030084301,192.168.142.184,53285,130.207.97.240,5002,3,0.0-10.1,59506688,47362913,61773036,43583
20131030084314,192.168.142.184,53286,130.207.97.240,5002,3,0.0-10.0,61079552,48738656,61773036,43583
20131030084327,192.168.142.184,53287,130.207.97.240,5002,3,0.0-10.0,65929216,52507232,61773036,43583
20131030084340,192.168.142.184,53288,130.207.97.240,5002,3,0.0-10.0,70385664,56079089,61773036,43583
20131030084353,192.168.142.184,53289,130.207.97.240,5002,3,0.0-10.0,66977792,53439470,61773036,43583
20131030084407,192.168.142.184,53290,130.207.97.240,5002,3,0.0-10.1,58720256,46593384,61773036,43583
20131030084420,192.168.142.184,53291,130.207.97.240,5002,3,0.0-10.0,69074944,55134425,61773036,43583
20131030084433,192.168.142.184,53292,130.207.97.240,5002,3,0.0-10.0,72220672,57621127,61773036,43583
20131030084446,192.168.142.184,53293,130.207.97.240,5002,3,0.0-10.0,70778880,56473505,61773036,43583
20131030084459,192.168.142.184,53294,130.207.97.240,5002,3,0.0-10.0,57802752,46122697,61773036,43583
20131030084512,192.168.142.184,53295,130.207.97.240,5002,3,0.0-10.0,69861376,55886882,63405960,44738
20131030084525,192.168.142.184,53296,130.207.97.240,5002,3,0.0-10.0,67895296,54176683,60956652,43007
20131030084538,192.168.142.184,53297,130.207.97.240,5002,3,0.0-10.1,74448896,59132599,60956652,43007
20131030084551,192.168.142.184,53298,130.207.97.240,5002,3,0.0-10.0,73007104,58331304,60956652,43007
20131030084605,192.168.142.184,53299,130.207.97.240,5002,3,0.0-10.0,51380224,40966809,60956652,43007
20131030084618,192.168.142.184,53300,130.207.97.240,5002,3,0.0-10.0,71827456,57307240,71705656,50590
20131030084631,192.168.142.184,53301,130.207.97.240,5002,3,0.0-10.0,70123520,55952980,77284384,54528
20131030084644,192.168.142.184,53302,130.207.97.240,5002,3,0.0-10.0,68288512,54535737,70887244,49975
20131030084657,192.168.142.184,53303,130.207.97.240,5002,3,0.0-10.0,73531392,58573096,70887244,49975
20131030084710,192.168.142.184,53304,130.207.97.240,5002,3,0.0-10.0,72876032,58155257,70887244,49975
20131030084723,192.168.142.184,53305,130.207.97.240,5002,3,0.0-10.1,72876032,57983234,70887244,49975
20131030084736,192.168.142.184,53306,130.207.97.240,5002,3,0.0-10.0,69074944,55092671,70887244,49975
20131030084749,192.168.142.184,53307,130.207.97.240,5002,3,0.0-10.0,73400320,58565093,70887244,49975
