20131030081345,192.168.142.184,53188,130.207.97.240,5002,3,0.0-10.0,72351744,57721886,106400728,75046
20131030081358,192.168.142.184,53189,130.207.97.240,5002,3,0.0-10.0,74973184,59740695,77827132,54883
20131030081411,192.168.142.184,53190,130.207.97.240,5002,3,0.0-10.0,95289344,76221848,77827132,54883
20131030081424,192.168.142.184,53191,130.207.97.240,5002,3,0.0-10.0,93847552,75071450,97421232,68724
20131030081437,192.168.142.184,53192,130.207.97.240,5002,3,0.0-10.0,86900736,69414530,90209944,63638
20131030081450,192.168.142.184,53193,130.207.97.240,5002,3,0.0-10.0,92667904,74020627,96196448,67856
20131030081503,192.168.142.184,53194,130.207.97.240,5002,3,0.0-10.0,91095040,72664034,96196448,67856
20131030081516,192.168.142.184,53195,130.207.97.240,5002,3,0.0-10.0,90439680,72325099,96196448,67856
20131030081530,192.168.142.184,53196,130.207.97.240,5002,3,0.0-10.0,79167488,63233657,96196448,67856
20131030081543,192.168.142.184,53197,130.207.97.240,5002,3,0.0-10.0,80740352,64378037,96196448,67856
20131030081556,192.168.142.184,53198,130.207.97.240,5002,3,0.0-10.0,82968576,66095988,96196448,67856
20131030081609,192.168.142.184,53199,130.207.97.240,5002,3,0.0-10.0,91095040,72800610,96196448,67856
20131030081622,192.168.142.184,53200,130.207.97.240,5002,3,0.0-10.0,94240768,75261012,96196448,67856
20131030081635,192.168.142.184,53201,130.207.97.240,5002,3,0.0-10.0,91357184,73064763,96196448,67856
20131030081648,192.168.142.184,53202,130.207.97.240,5002,3,0.0-10.0,92930048,74125642,96196448,67856
20131030081701,192.168.142.184,53203,130.207.97.240,5002,3,0.0-10.0,92798976,74145260,94563784,66706
20131030081714,192.168.142.184,53204,130.207.97.240,5002,3,0.0-10.0,91095040,72869036,94564460,66719
20131030081727,192.168.142.184,53205,130.207.97.240,5002,3,0.0-10.0,93323264,74436262,94564460,66719
20131030081741,192.168.142.184,53206,130.207.97.240,5002,3,0.0-10.0,92798976,74011491,94564460,66719
20131030081754,192.168.142.184,53207,130.207.97.240,5002,3,0.0-10.1,93716480,74578892,94564460,66719
20131030081807,192.168.142.184,53208,130.207.97.240,5002,3,0.0-10.0,90439680,72238329,94564460,66719
20131030081820,192.168.142.184,53209,130.207.97.240,5002,3,0.0-10.0,80740352,64476604,97829372,69011
20131030081833,192.168.142.184,53210,130.207.97.240,5002,3,0.0-10.0,93454336,74502427,96332512,67952
20131030081846,192.168.142.184,53211,130.207.97.240,5002,3,0.0-10.0,92930048,74211570,96332512,67952
20131030081859,192.168.142.184,53212,130.207.97.240,5002,3,0.0-10.0,91095040,72614105,96332512,67952
20131030081912,192.168.142.184,53213,130.207.97.240,5002,3,0.0-10.0,94502912,75558112,93883724,66231
20131030081925,192.168.142.184,53214,130.207.97.240,5002,3,0.0-10.0,92667904,73890499,96197488,67876
20131030081939,192.168.142.184,53215,130.207.97.240,5002,3,0.0-10.0,92667904,74080866,96197488,67876
20131030081952,192.168.142.184,53216,130.207.97.240,5002,3,0.0-10.0,90832896,72584985,94291760,66516
20131030082005,192.168.142.184,53217,130.207.97.240,5002,3,0.0-10.0,65667072,52303178,94291760,66516
20131030082018,192.168.142.184,53218,130.207.97.240,5002,3,0.0-10.1,94502912,75193270,94291760,66516
20131030082031,192.168.142.184,53219,130.207.97.240,5002,3,0.0-10.0,94765056,75546656,94291760,66516
20131030082044,192.168.142.184,53220,130.207.97.240,5002,3,0.0-10.1,94371840,75094933,94291760,66516
20131030082057,192.168.142.184,53221,130.207.97.240,5002,3,0.0-10.0,92536832,73796916,94291760,66516
20131030082110,192.168.142.184,53222,130.207.97.240,5002,3,0.0-10.0,92274688,73777733,94291760,66516
20131030082123,192.168.142.184,53223,130.207.97.240,5002,3,0.0-10.0,87293952,69538046,94291760,66516
20131030082137,192.168.142.184,53224,130.207.97.240,5002,3,0.0-10.0,90701824,72378226,94291760,66516
20131030082150,192.168.142.184,53225,130.207.97.240,5002,3,0.0-10.0,92274688,73733379,94291760,66516
20131030082203,192.168.142.184,53226,130.207.97.240,5002,3,0.0-10.0,71696384,57181223,98373368,69390
20131030082216,192.168.142.184,53227,130.207.97.240,5002,3,0.0-10.0,94109696,75270279,98373368,69390
