20131030080316,192.168.142.184,53148,130.207.97.240,5002,3,0.0-10.0,82837504,66107675,103135140,72741
20131030080329,192.168.142.184,53149,130.207.97.240,5002,3,0.0-10.0,103022592,82314349,106957592,75462
20131030080342,192.168.142.184,53150,130.207.97.240,5002,3,0.0-10.0,105775104,84456524,106957592,75462
20131030080356,192.168.142.184,53151,130.207.97.240,5002,3,0.0-10.0,93847552,74836834,106957592,75462
20131030080409,192.168.142.184,53152,130.207.97.240,5002,3,0.0-10.0,100663296,80377156,104496924,73723
20131030080422,192.168.142.184,53153,130.207.97.240,5002,3,0.0-10.0,100925440,80572744,104496924,73723
20131030080435,192.168.142.184,53154,130.207.97.240,5002,3,0.0-10.0,102236160,81778403,104496924,73723
20131030080448,192.168.142.184,53155,130.207.97.240,5002,3,0.0-10.0,96600064,77132342,104496924,73723
20131030080501,192.168.142.184,53156,130.207.97.240,5002,3,0.0-10.0,102891520,82224282,104496924,73723
20131030080514,192.168.142.184,53157,130.207.97.240,5002,3,0.0-10.0,100532224,80204934,104496924,73723
20131030080527,192.168.142.184,53158,130.207.97.240,5002,3,0.0-10.0,102105088,81381972,104496924,73723
20131030080540,192.168.142.184,53159,130.207.97.240,5002,3,0.0-10.0,103284736,82580602,104496924,73723
20131030080553,192.168.142.184,53160,130.207.97.240,5002,3,0.0-10.0,104595456,83505837,104496924,73723
20131030080606,192.168.142.184,53161,130.207.97.240,5002,3,0.0-10.0,96075776,76730562,104496924,73723
20131030080620,192.168.142.184,53162,130.207.97.240,5002,3,0.0-10.0,103284736,82625210,108577388,76575
20131030080633,192.168.142.184,53163,130.207.97.240,5002,3,0.0-10.0,100663296,80481309,108577388,76575
20131030080646,192.168.142.184,53164,130.207.97.240,5002,3,0.0-10.0,100794368,80624223,108577388,76575
20131030080659,192.168.142.184,53165,130.207.97.240,5002,3,0.0-10.0,103809024,82921385,108577388,76575
20131030080712,192.168.142.184,53166,130.207.97.240,5002,3,0.0-10.0,104071168,82869337,108577388,76575
20131030080725,192.168.142.184,53167,130.207.97.240,5002,3,0.0-10.0,101449728,80929166,108577388,76575
20131030080738,192.168.142.184,53168,130.207.97.240,5002,3,0.0-10.0,90701824,72499023,94156528,66436
20131030080751,192.168.142.184,53169,130.207.97.240,5002,3,0.0-10.0,102891520,82255875,94156528,66436
20131030080804,192.168.142.184,53170,130.207.97.240,5002,3,0.0-10.0,84148224,67168940,94156528,66436
20131030080817,192.168.142.184,53171,130.207.97.240,5002,3,0.0-10.0,100270080,80179045,94156528,66436
20131030080830,192.168.142.184,53172,130.207.97.240,5002,3,0.0-10.0,92143616,73481830,94156528,66436
20131030080843,192.168.142.184,53173,130.207.97.240,5002,3,0.0-10.0,103022592,82152016,106945868,75447
20131030080857,192.168.142.184,53174,130.207.97.240,5002,3,0.0-10.0,104202240,83173910,106945868,75447
20131030080910,192.168.142.184,53175,130.207.97.240,5002,3,0.0-10.0,103677952,82786507,106945868,75447
20131030080923,192.168.142.184,53176,130.207.97.240,5002,3,0.0-10.0,103284736,82556154,106945868,75447
20131030080936,192.168.142.184,53177,130.207.97.240,5002,3,0.0-10.0,98959360,78989343,106945868,75447
20131030080949,192.168.142.184,53178,130.207.97.240,5002,3,0.0-10.0,102760448,81883909,106945868,75447
20131030081002,192.168.142.184,53179,130.207.97.240,5002,3,0.0-10.0,86769664,69355461,106945868,75447
20131030081015,192.168.142.184,53180,130.207.97.240,5002,3,0.0-10.0,93454336,74651066,106945868,75447
20131030081028,192.168.142.184,53181,130.207.97.240,5002,3,0.0-10.0,99876864,79822132,106945868,75447
20131030081041,192.168.142.184,53182,130.207.97.240,5002,3,0.0-10.0,102105088,81479044,106945868,75447
20131030081054,192.168.142.184,53183,130.207.97.240,5002,3,0.0-10.0,100794368,80494194,106672856,75238
20131030081108,192.168.142.184,53184,130.207.97.240,5002,3,0.0-10.0,99221504,79104656,106672856,75238
20131030081121,192.168.142.184,53185,130.207.97.240,5002,3,0.0-10.0,89915392,71784208,106672856,75238
20131030081134,192.168.142.184,53186,130.207.97.240,5002,3,0.0-10.0,103022592,82197496,106672856,75238
20131030081147,192.168.142.184,53187,130.207.97.240,5002,3,0.0-10.0,102498304,81845232,106672856,75238
