20131120190555,192.168.142.1,38921,192.168.142.184,5006,3,0.0-10.0,0,917504
20131120190850,192.168.142.1,38925,192.168.142.184,5006,3,0.0-10.2,0,1048576
20131120191151,192.168.142.1,38929,192.168.142.184,5006,3,0.0-10.9,0,786432
20131120191454,192.168.142.1,38939,192.168.142.184,5006,3,0.0-11.5,0,786432
20131120191758,192.168.142.1,38943,192.168.142.184,5006,3,0.0-10.6,0,917504
20131120192052,192.168.142.1,38947,192.168.142.184,5006,3,0.0-10.1,0,786432
20131120192414,192.168.142.1,38957,192.168.142.184,5006,3,0.0-10.0,0,26607616
20131120192655,192.168.142.1,38961,192.168.142.184,5006,3,0.0-10.0,0,88342528
20131120192936,192.168.142.1,38965,192.168.142.184,5006,3,0.0-10.0,0,83623936
20131120193217,192.168.142.1,38969,192.168.142.184,5006,3,0.0-10.0,0,87818240
