20131120172411,192.168.142.1,38689,192.168.142.184,5006,3,0.0-10.0,0,101842944
20131120172722,192.168.142.1,38699,192.168.142.184,5006,3,0.0-10.1,0,90832896
20131120173034,192.168.142.1,38703,192.168.142.184,5006,3,0.0-10.0,0,103546880
20131120173347,192.168.142.1,38707,192.168.142.184,5006,3,0.0-10.1,0,95682560
20131120173658,192.168.142.1,38730,192.168.142.184,5006,3,0.0-10.0,0,102105088
20131120174009,192.168.142.1,38734,192.168.142.184,5006,3,0.0-10.1,0,99876864
20131120174320,192.168.142.1,38738,192.168.142.184,5006,3,0.0-10.1,0,103153664
20131120174632,192.168.142.1,38748,192.168.142.184,5006,3,0.0-10.0,0,103284736
20131120174943,192.168.142.1,38752,192.168.142.184,5006,3,0.0-10.0,0,104071168
20131120175254,192.168.142.1,38756,192.168.142.184,5006,3,0.0-10.0,0,104857600
20131120175606,192.168.142.1,38766,192.168.142.184,5006,3,0.0-10.1,0,105119744
20131120175917,192.168.142.1,38770,192.168.142.184,5006,3,0.0-10.1,0,97648640
20131120180228,192.168.142.1,38774,192.168.142.184,5006,3,0.0-10.0,0,104333312
20131120180539,192.168.142.1,38797,192.168.142.184,5006,3,0.0-10.0,0,105512960
20131120180851,192.168.142.1,38801,192.168.142.184,5006,3,0.0-10.0,0,104333312
20131120181202,192.168.142.1,38805,192.168.142.184,5006,3,0.0-10.0,0,86638592
20131120181514,192.168.142.1,38815,192.168.142.184,5006,3,0.0-10.1,0,92930048
20131120181825,192.168.142.1,38819,192.168.142.184,5006,3,0.0-10.0,0,78249984
20131120182138,192.168.142.1,38823,192.168.142.184,5006,3,0.0-10.0,0,96337920
20131120182449,192.168.142.1,38833,192.168.142.184,5006,3,0.0-10.0,0,102236160
